wilayah,tahun,bulan,hujan_mm,HTH_hari,hujan_normal_mm,rasio_hujan_terhadap_normal,sifat_hujan,KAT_value,KAT_normal,rasio_KAT_terhadap_normal,produksi_padi_bulanan,luas_panen_bulanan,tanggal,hujan_score,HTH_score,KAT_score,climate_score,freq_penurunan,volatilitas,historical_score,final_score,risk_label,risk_label_bulan_depan,final_score_bulan_depan,hujan_mm_lag1,hujan_mm_roll3,rasio_hujan_terhadap_normal_lag1,rasio_hujan_terhadap_normal_roll3,HTH_hari_lag1,HTH_hari_roll3,rasio_KAT_terhadap_normal_lag1,rasio_KAT_terhadap_normal_roll3,climate_score_lag1,climate_score_roll3,faktor_dominan,rekomendasi_aksi
BANGKALAN,2018,11,147.1569070024468,7,124.32401411956558,1.1836563357817762,AN,193.8492344033129,228.1387324460105,0.8447279137756313,0.0,0.0,2018-11-01,0,1,2,3,0.4285714285714285,0.0703156797542,2,5,medium,low,2.0,10.441120152596474,54.65224705640953,0.1638367479921623,0.604425059196981,20.0,15.333333333333334,0.6958951885573031,0.7550051901263816,6.0,5.0,"Ketersediaan air rendah, Sensitivitas historis wilayah",Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2018,12,280.05105793445705,1,271.8150767113279,1.0302999426035366,N,363.68061202016617,321.1969927073432,1.1232003041295036,0.0,0.0,2018-12-01,0,0,0,0,0.4285714285714285,0.0703156797542,2,2,low,low,2.0,147.1569070024468,145.88302836316677,1.1836563357817762,0.7925976754591583,7.0,9.333333333333334,0.8447279137756313,0.8879411354874792,3.0,3.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
BANGKALAN,2019,1,463.1358274401178,2,334.36025552231183,1.3851401887363757,AN,395.2281852693159,371.60765000259926,1.062113886206208,746.65,148.0,2019-01-01,0,0,0,0,0.4285714285714285,0.0703156797542,2,2,low,medium,3.0,280.05105793445705,296.7812641256739,1.0302999426035366,1.199698822373896,1.0,3.333333333333333,1.1232003041295036,1.010014034703781,0.0,1.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
BANGKALAN,2019,2,257.1964555456882,1,250.45920359620155,1.026899598228974,N,395.22738728686426,378.6902296407141,1.0427968169901989,7657.79,1521.0,2019-02-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,3.0,463.1358274401178,333.46111364008766,1.3851401887363757,1.147446576522962,2.0,1.3333333333333333,1.062113886206208,1.0760370024419703,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2019,3,222.22138923679844,1,243.2180108072461,0.9136716006320444,N,395.84499112553465,378.7222070730231,1.0441039959158815,63895.8,12682.0,2019-03-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,4.0,257.1964555456882,314.1845574075348,1.026899598228974,1.1085704625324644,1.0,1.3333333333333333,1.0427968169901989,1.0496715663707628,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2019,4,219.34616095593523,5,201.6693511093528,1.0876524357783917,N,384.8131130204001,368.12647621531903,1.0440551870658874,49343.02,9797.0,2019-04-01,0,1,1,2,0.4285714285714285,0.0703156797542,2,4,medium,high,6.0,222.22138923679844,232.92133524614064,0.9136716006320444,1.0094078782131366,1.0,2.333333333333333,1.0441039959158815,1.043651999990656,1.0,1.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2019,5,26.593782583345405,8,115.41785202526518,0.2304130783643762,BN,334.2361570873188,342.70869010664205,0.9742198083923748,5353.23,1070.0,2019-05-01,2,1,1,4,0.4285714285714285,0.0703156797542,2,6,high,high,7.0,219.34616095593523,156.05377759202636,1.0876524357783917,0.7439123715916041,5.0,4.666666666666667,1.0440551870658874,1.0207929971247145,2.0,2.333333333333333,"Curah hujan bawah normal, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2019,6,22.04699152485065,11,76.57138204829721,0.2879273030614044,BN,256.44349432535495,310.93315461017323,0.823920728665207,13094.25,2621.0,2019-06-01,2,1,2,5,0.4285714285714285,0.0703156797542,2,7,high,high,8.0,26.593782583345405,89.32897835471043,0.2304130783643762,0.5353309390680573,8.0,8.0,0.9742198083923748,0.9473985747078232,4.0,3.6666666666666665,"Curah hujan bawah normal, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2019,7,10.794762996219443,16,34.592777798230856,0.3120525058491114,BN,195.009667806299,263.9606425354236,0.7406545536264773,39003.24,7803.0,2019-07-01,2,2,2,6,0.4285714285714285,0.0703156797542,2,8,high,high,8.0,22.04699152485065,19.811845701471835,0.2879273030614044,0.2767976290916307,11.0,11.666666666666666,0.823920728665207,0.8462650302280196,5.0,5.0,"Curah hujan bawah normal, HTH panjang, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2019,8,2.8712442620104133,24,11.843354218353232,0.2424350575921259,BN,148.29894201474497,212.62353306759448,0.7003753384272343,15146.86,3035.0,2019-08-01,2,2,2,6,0.4285714285714285,0.0703156797542,2,8,high,high,8.0,10.794762996219443,11.904332927693504,0.3120525058491114,0.2808049555008806,16.0,17.0,0.7406545536264773,0.7549835402396395,6.0,5.666666666666667,"Curah hujan bawah normal, HTH panjang, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2019,9,7.040884918030511,20,13.651692709087982,0.5157517875672201,BN,130.44351506686482,183.16718196506284,0.7138720861584521,175.53,28.0,2019-09-01,2,2,2,6,0.4285714285714285,0.0703156797542,2,8,high,high,8.0,2.8712442620104133,6.90229739208679,0.2424350575921259,0.3567464503361524,24.0,20.0,0.7003753384272343,0.7183006594040546,6.0,6.0,"Curah hujan bawah normal, HTH panjang, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2019,10,7.757979237384295,27,63.72880492657215,0.1217342651619308,BN,126.29326397565832,183.90999298675885,0.6874848334913304,1202.03,192.0,2019-10-01,2,2,2,6,0.4285714285714285,0.0703156797542,2,8,high,high,8.0,7.040884918030511,5.890036139141739,0.5157517875672201,0.2933070367737589,20.0,23.666666666666668,0.7138720861584521,0.7005774193590056,6.0,6.0,"Curah hujan bawah normal, HTH panjang, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2019,11,19.98521116821012,16,124.32401411956558,0.1607510126642937,BN,151.77671471657408,228.1387324460105,0.6663527597765224,4281.5,683.0,2019-11-01,2,2,2,6,0.4285714285714285,0.0703156797542,2,8,high,high,6.0,7.757979237384295,11.594691774541642,0.1217342651619308,0.2660790217978149,27.0,21.0,0.6874848334913304,0.6892365598087683,6.0,6.0,"Curah hujan bawah normal, HTH panjang, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2019,12,149.7091607663472,2,271.8150767113279,0.5507757795397817,BN,225.4129826650873,321.1969927073432,0.7020948298365224,1720.1,274.0,2019-12-01,2,0,2,4,0.4285714285714285,0.0703156797542,2,6,high,high,7.0,19.98521116821012,59.15078372398054,0.1607510126642937,0.2777536857886687,16.0,15.0,0.6663527597765224,0.6853108077014584,6.0,5.333333333333333,"Curah hujan bawah normal, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2020,1,283.5676580257158,4,334.36025552231183,0.8480902061243739,BN,350.5661981967012,371.60765000259926,0.94078032231081,450.34,84.0,2020-01-01,2,1,2,5,0.4285714285714285,0.0703156797542,2,7,high,medium,3.0,149.7091607663472,151.08734332009104,0.5507757795397817,0.5198723327761497,2.0,7.333333333333333,0.7020948298365224,0.7697426373079517,4.0,5.0,"Curah hujan bawah normal, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2020,2,285.47301198807,1,250.45920359620155,1.139798449763974,N,369.5904741758629,378.6902296407141,0.974320250682368,2437.42,454.0,2020-02-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,3.0,283.5676580257158,239.58327692671105,0.8480902061243739,0.8462214784760431,4.0,2.333333333333333,0.94078032231081,0.8723984676099001,5.0,3.333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2020,3,249.55816694804147,2,243.2180108072461,1.0260677904557818,N,376.24203990167535,378.7222070730231,0.9936185348257722,22119.61,4120.0,2020-03-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,3.0,285.47301198807,272.8662789872758,1.139798449763974,1.0046521487813764,1.0,2.333333333333333,0.974320250682368,0.96957303593965,1.0,2.333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2020,4,338.1435426453201,3,201.6693511093528,1.676722520230483,AN,371.6386263887239,368.12647621531903,1.0096825849497364,79013.4,14716.0,2020-04-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,4.0,249.55816694804147,291.0582405271439,1.0260677904557818,1.2808629201500794,2.0,2.0,0.9936185348257722,0.992540456819292,1.0,1.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2020,5,195.22134884035103,6,115.41785202526518,1.6914311383789808,AN,355.0055837885055,342.70869010664205,1.0356887101444296,14266.47,3364.0,2020-05-01,0,1,1,2,0.4285714285714285,0.0703156797542,2,4,medium,high,6.0,338.1435426453201,260.9743528112376,1.676722520230483,1.4647404830217483,3.0,3.6666666666666665,1.0096825849497364,1.0129966099733128,1.0,1.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2020,6,41.2460240375938,15,76.57138204829721,0.5386610889637329,BN,341.5264415668444,310.93315461017323,1.0987590518570896,12519.43,2953.0,2020-06-01,2,2,0,4,0.4285714285714285,0.0703156797542,2,6,high,high,6.0,195.22134884035103,191.53697184108836,1.6914311383789808,1.302271582524399,6.0,8.0,1.0356887101444296,1.048043448983752,2.0,2.333333333333333,"Curah hujan bawah normal, HTH panjang, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2020,7,26.66891443929896,19,34.592777798230856,0.7709387952262933,BN,286.52131397551904,263.9606425354236,1.0852689737847112,23824.46,5623.0,2020-07-01,2,2,0,4,0.4285714285714285,0.0703156797542,2,6,high,medium,4.0,41.2460240375938,87.7120957724146,0.5386610889637329,1.000343674189669,15.0,13.333333333333334,1.0987590518570896,1.073238911928743,4.0,3.333333333333333,"Curah hujan bawah normal, HTH panjang, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2020,8,20.23634558479516,22,11.843354218353232,1.7086667519777128,AN,232.86131802983152,212.62353306759448,1.094467041635902,28797.02,6795.0,2020-08-01,0,2,0,2,0.4285714285714285,0.0703156797542,2,4,medium,high,7.0,26.66891443929896,29.383761353895974,0.7709387952262933,1.0060888787225797,19.0,18.666666666666668,1.0852689737847112,1.0928316890925676,4.0,3.333333333333333,"HTH panjang, Sensitivitas historis wilayah",Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2020,9,9.292654751893874,19,13.651692709087982,0.6806961561409685,BN,189.8538499259224,183.16718196506284,1.0368693013926908,11475.66,2855.0,2020-09-01,2,2,1,5,0.4285714285714285,0.0703156797542,2,7,high,medium,4.0,20.23634558479516,18.732638258662664,1.7086667519777128,1.0534339011149916,22.0,20.0,1.094467041635902,1.0722017722711012,2.0,3.6666666666666665,"Curah hujan bawah normal, HTH panjang, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2020,10,108.6261696692033,16,63.72880492657215,1.7045066166604184,AN,201.9296937079484,183.90999298675885,1.098392978696456,7309.78,1819.0,2020-10-01,0,2,0,2,0.4285714285714285,0.0703156797542,2,4,medium,medium,3.0,9.292654751893874,46.051723335297446,0.6806961561409685,1.3646231749263666,19.0,19.0,1.0368693013926908,1.0765764405750162,5.0,3.0,"HTH panjang, Sensitivitas historis wilayah",Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2020,11,109.26775065551617,5,124.32401411956558,0.8788949699647776,N,257.472096200225,228.1387324460105,1.1288527517485016,4642.08,1155.0,2020-11-01,0,1,0,1,0.4285714285714285,0.0703156797542,2,3,medium,low,2.0,108.6261696692033,75.72885835887111,1.7045066166604184,1.0880325809220548,16.0,13.333333333333334,1.098392978696456,1.0880383439458827,2.0,2.6666666666666665,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2020,12,474.6701518303017,0,271.8150767113279,1.7462980993302637,AN,364.88317441759,321.1969927073432,1.1352989220778058,439.22,109.0,2020-12-01,0,0,0,0,0.4285714285714285,0.0703156797542,2,2,low,medium,3.0,109.26775065551617,230.8546907183404,0.8788949699647776,1.4432332286518197,5.0,7.0,1.1288527517485016,1.1208482175075878,1.0,1.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
BANGKALAN,2021,1,446.2406821426763,0,334.36025552231183,1.3346104232561773,AN,387.74200044929296,371.60765000259926,1.0443065835553684,3544.14,745.0,2021-01-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,3.0,474.6701518303017,343.39286154283144,1.7462980993302637,1.3199344975170726,0.0,1.6666666666666667,1.1352989220778058,1.1028194191272254,0.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2021,2,251.3473864255029,1,250.45920359620155,1.0035462175737544,N,386.6565671275324,378.6902296407141,1.021528106816867,19609.59,4120.0,2021-02-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,3.0,446.2406821426763,390.752740132827,1.3346104232561773,1.3614849133867315,0.0,0.3333333333333333,1.0443065835553684,1.0670445374833468,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2021,3,224.3579465549356,1,243.2180108072461,0.9224561364114708,N,378.044911083613,378.7222070730231,0.9985480470029864,84099.46,17668.0,2021-03-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,high,7.0,251.3473864255029,307.3153383743716,1.0035462175737544,1.086870925747134,1.0,0.6666666666666666,1.021528106816867,1.021460912458407,1.0,1.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2021,4,128.61624958965038,15,201.6693511093528,0.6377580375111624,BN,363.4411990089561,368.12647621531903,0.9875490704457328,16866.14,3544.0,2021-04-01,2,2,1,5,0.4285714285714285,0.0703156797542,2,7,high,high,7.0,224.3579465549356,201.44052752336293,0.9224561364114708,0.8545867971654624,1.0,5.666666666666667,0.9985480470029864,1.0025417414218618,1.0,2.333333333333333,"Curah hujan bawah normal, HTH panjang, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2021,5,49.72906747924961,7,115.41785202526518,0.4308611415534212,BN,311.39344868823144,342.70869010664205,0.9097481491737388,4767.71,1087.0,2021-05-01,2,1,2,5,0.4285714285714285,0.0703156797542,2,7,high,medium,4.0,128.61624958965038,134.2344212079452,0.6377580375111624,0.6636917718253513,15.0,7.666666666666667,0.9875490704457328,0.9652817555408192,5.0,3.6666666666666665,"Curah hujan bawah normal, Ketersediaan air rendah, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2021,6,166.01550600766947,9,76.57138204829721,2.168114268891681,AN,295.2449696471936,310.93315461017323,0.9509684948408244,22824.7,5200.0,2021-06-01,0,1,1,2,0.4285714285714285,0.0703156797542,2,4,medium,high,6.0,49.72906747924961,114.78694102552316,0.4308611415534212,1.0789111493187546,7.0,10.333333333333334,0.9097481491737388,0.9494219048200986,5.0,4.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2021,7,26.38701855746227,14,34.592777798230856,0.7627898144338022,BN,288.9493676827434,263.9606425354236,1.09513093219575,24811.71,5654.0,2021-07-01,2,2,0,4,0.4285714285714285,0.0703156797542,2,6,high,medium,4.0,166.01550600766947,80.71053068146045,2.168114268891681,1.120588408292968,9.0,10.0,0.9509684948408244,0.9852825254034376,2.0,3.6666666666666665,"Curah hujan bawah normal, HTH panjang, Sensitivitas historis wilayah","Prioritaskan pemantauan lapangan, cek irigasi/ketersediaan air, dan siapkan intervensi cepat."
BANGKALAN,2021,8,15.96317148343284,20,11.843354218353232,1.3478589924039652,AN,230.9064010794172,212.62353306759448,1.0861959468652664,4226.72,964.0,2021-08-01,0,2,0,2,0.4285714285714285,0.0703156797542,2,4,medium,medium,3.0,26.38701855746227,69.45523201618819,0.7627898144338022,1.4262543585764826,14.0,14.333333333333334,1.09513093219575,1.0440984579672803,4.0,2.6666666666666665,"HTH panjang, Sensitivitas historis wilayah",Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2021,9,47.01072470793076,11,13.651692709087982,3.4435821044108,AN,216.9224797818144,183.16718196506284,1.18559510332743,4650.43,999.0,2021-09-01,0,1,0,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,4.0,15.96317148343284,29.78697158294196,1.3478589924039652,1.8514103037495224,20.0,15.0,1.0861959468652664,1.1223073274628157,2.0,2.333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2021,10,65.99275030828967,14,63.72880492657215,1.0355246796848931,N,204.2348738405641,183.90999298675885,1.11257048440741,7429.14,1595.0,2021-10-01,0,2,0,2,0.4285714285714285,0.0703156797542,2,4,medium,low,2.0,47.01072470793076,42.98888216655109,3.4435821044108,1.9423219254998865,11.0,15.0,1.18559510332743,1.1281205115333688,1.0,1.6666666666666667,"HTH panjang, Sensitivitas historis wilayah",Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2021,11,234.14997515670763,2,124.32401411956558,1.8833849342374005,AN,314.11810906123753,228.1387324460105,1.3755583982948192,2493.55,536.0,2021-11-01,0,0,0,0,0.4285714285714285,0.0703156797542,2,2,low,low,2.0,65.99275030828967,115.71781672430934,1.0355246796848931,2.120830572777698,14.0,9.0,1.11257048440741,1.2245746620098863,2.0,1.0,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
BANGKALAN,2021,12,372.89958463364326,2,271.8150767113279,1.3718870533059826,AN,387.4893790705575,321.1969927073432,1.206463852773811,0.0,0.0,2021-12-01,0,0,0,0,0.4285714285714285,0.0703156797542,2,2,low,medium,3.0,234.14997515670763,224.34743669954685,1.8833849342374005,1.4302655557427588,2.0,6.0,1.3755583982948192,1.2315309118253468,0.0,0.6666666666666666,Sensitivitas historis wilayah,Pantau rutin; belum membutuhkan intervensi prioritas.
BANGKALAN,2022,1,357.1210253080034,3,334.36025552231183,1.0680725935866284,N,380.0078597268224,371.60765000259926,1.0234465396172,1539.38,311.97,2022-01-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,3.0,372.89958463364326,321.3901950327848,1.3718870533059826,1.4411148603766704,2.0,2.333333333333333,1.206463852773811,1.20182293022861,0.0,0.3333333333333333,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2022,2,243.7402618060124,1,250.45920359620155,0.9731735081254124,N,375.5845398413365,378.6902296407141,0.99226924927354,25496.13,5174.01,2022-02-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,3.0,357.1210253080034,324.58695724921967,1.0680725935866284,1.1377110516726745,3.0,2.0,1.0234465396172,1.0740598805548502,1.0,0.6666666666666666,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
BANGKALAN,2022,3,245.9369639621759,1,243.2180108072461,1.0111790781690284,N,382.0033963859761,378.7222070730231,1.00892470886481,85040.0,17243.08,2022-03-01,0,0,1,1,0.4285714285714285,0.0703156797542,2,3,medium,medium,4.0,243.7402618060124,282.2660836920639,0.9731735081254124,1.0174750599603564,1.0,1.6666666666666667,0.99226924927354,1.00821349925185,1.0,1.0,Sensitivitas historis wilayah,Lakukan monitoring berkala dan validasi kondisi lapangan pada wilayah rentan.
